flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
0.182351902,30274,17,64,5555.451084,5555.451084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106701.97,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,54,6,64,11.65243047,11.65243047,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83362640.06,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
6.661732514,108,6,64,0.300222206,0.300222206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82943426.95,9.5,10.39230485,0,0,0,141.55,DoS-TCP_Flood
0,0,1,64,16.82780037,16.82780037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83128033.4,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,0,0.99,63.36,6.544965758,6.544965758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441.18,42,42.18,42.009,0.03923009,42.18,83149812.24,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,20.43609433,20.43609433,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348228.76,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,60.87311908,60.87311908,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331101.7,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,24.20743869,24.20743869,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83344976.84,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0.106348011,38217,17,64,8857.995581,8857.995581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83102400.48,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,54,6,64,2.104608206,2.104608206,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83349321.34,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,1.076698006,1.076698006,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83330936.89,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0.017671008,5565.41,15.61,81.75,9027.058915,9027.058915,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,551.37,50,64.87,51.4937875,3.62023701,58.51,83123585.27,9.5,10.13510129,5.165004022,400.6639859,0.11,141.55,DDoS-UDP_Flood
7.05313972,108,6,64,0.283561676,0.283561676,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82981049.18,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
0,54,6,64,32.39657829,32.39657829,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83344977.34,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,2.529985186,2.529985186,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83330936.63,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,123.04,6,64,12.61511207,12.61511207,0,0,1,0,0,0,0,0,0,0.73,0.27,0,0.16,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1310.8,84.16,165.76,123.2153909,38.99788648,123.04,83089437.9,9.5,15.53424125,55.14541412,2236.901806,0.71,141.55,DDoS-SYN_Flood
0,0,0.99,72.91,3.081850485,3.081850485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,442.44,42,43.44,42.08901522,0.345800049,42.18,83128755.47,9.5,9.174850135,0.490397498,1.508880536,0.08,141.55,DDoS-ICMP_Flood
0,54,6,64,12.38972083,12.38972083,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,82980870.54,9.5,10.39230485,0,0,0,141.55,DoS-SYN_Flood
0.001204069,55.12,6,64,18.8210844,18.8210844,0,0,1,0,0,0,0,0,0,1.01,0.01,0,0.01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567.32,54,54.32,54.01978116,0.076844455,54.04,83090046.44,9.5,10.39421618,0.108977222,0.074512619,0.08,141.55,DDoS-SYN_Flood
0,0,1,64,0.800841835,0.800841835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83149998.09,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0.063453546,25479,17,64,8034.747371,8034.747371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83123582.61,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,54,6,64,24.00957108,24.00957108,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83089242.17,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0.143940966,32324.5,17,64,5398.429353,5398.429353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83098539.87,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,0,1,64,1.210802497,1.210802497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83128823.94,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
48.27238431,128041.4,10.4,97.8,39966.18404,39966.18404,0,0,0,0,0,1,0,0,0,0.4,0,312.5,677.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,10171.8,55.6,1566.4,661.318481,694.9070699,636.4,166520014,13.5,36.39328932,983.9683346,484212.3242,1,244.6,BenignTraffic
0.00030205,745.01,6.16,65.91,66.66932317,66.66932317,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9716.92,330.13,1479.8,927.1756029,538.4419292,923.92,83335506.16,9.5,42.88464582,761.3484898,308670.8217,0.94,141.55,DDoS-ACK_Fragmentation
0,2.3,1.15,65.27,70.0589919,70.0589919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,467.96,42,66.62,44.09577227,6.486488618,44.06,83153707.44,9.5,9.375082104,9.187336681,323.8406119,0.14,141.55,DDoS-ICMP_Flood
0.15298677,17635,17,64,3601.595667,3601.595667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83106187.95,9.5,10,0,0,0,141.55,DDoS-UDP_Flood
0,79.38,5.88,62.72,9.872114311,9.872114311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567.3,54,54.18,54.01564912,0.050157218,54.12,82925790.68,9.5,10.39383704,0.071517841,0.086700523,0.03,141.55,DoS-TCP_Flood
0,54,6,64,71.87812109,71.87812109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83067439.88,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0,54,6,64,926.7132125,926.7132125,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348625.29,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,162,17,64,25.33633755,25.33633755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1701,162,162,162,0,162,83008107.35,9.5,18,0,0,0,141.55,DoS-UDP_Flood
0,0,1,64,2.982356381,2.982356381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83124530.92,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,7.398340168,7.398340168,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83313727.33,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,3.585884318,3.585884318,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83313810.6,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,34.46706473,34.46706473,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83349144.65,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0.086804106,20793.44,17,64,5429.283758,5429.283758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,536.76,50,61.76,50.63801135,2.662456258,52.94,83016348.4,9.5,10.06005766,3.787533944,179.4026281,0.04,141.55,DoS-UDP_Flood
0,55.52,6,65.69,295.1137379,295.1137379,0,0,1,0,0,0,0,0,0,0.99,0,0.01,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,583.72,54,70.72,55.16853253,4.233164386,55.52,83362223.94,9.5,10.49985396,5.998103023,165.1329257,0.11,141.55,DDoS-SynonymousIP_Flood
3.689854114,1999693.34,16.83,64,967.3635591,967.3635591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5644.2,381.2,554,533.8616993,52.3870799,544.4,83759012.78,9.5,32.65680405,74.15917911,8089.021322,0.36,141.55,Mirai-udpplain
0,0,1,64,5.574181476,5.574181476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83127777.76,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
48.09566281,101026.4,8.8,137.7,13.94793517,13.94793517,0,0,0,0,0,1,0,0,0,0.8,0,137.9,334.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6720.3,156,3922.9,1177.51123,1302.11719,919.3,0.027245808,5.5,47.21417048,1841.471789,2063959.136,0.9,38.5,BenignTraffic
0,0,1,64,163.4791963,163.4791963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83123999.45,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
0,54,6,64,6.269770432,6.269770432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83068281.05,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0.00156847,55.66,5.94,65.1,13.83471333,13.83471333,0,0,1,0,0,0,0,0,0,0.98,0,0.02,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,569.46,54,56.46,54.16051837,0.602911997,54.3,83361295.93,9.5,10.40774854,0.854916955,2.605696219,0.2,141.55,DDoS-SynonymousIP_Flood
0,54,6,64,11.09692304,11.09692304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83076118.73,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
2.81484709,160.38,5.94,63.36,1.0551355,1.0551355,0,0,1,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.08,54,55.08,54.12586438,0.327419249,54.06,83361307.94,9.5,10.40437645,0.463494869,0.631417647,0.18,141.55,DDoS-SynonymousIP_Flood
2.334499521,1092305.45,16.84,72.79,799.0091037,799.0091037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5478.28,455.04,554,526.3501558,39.36200182,526.65,83759393.01,9.5,32.37635597,55.74965696,7805.972476,0.21,141.55,Mirai-udpplain
0,54,6,64,31.70947603,31.70947603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83075976.37,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
46.34240716,1301464.8,4.8,168.3,34.2231302,34.2231302,0,0,0,0,0,1,0,0,0,1.2,0,58.8,1243.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,361.2,64.8,66,65.81333333,0.428561808,64.8,0.038049507,5.5,11.47281541,0.606077922,0.931555556,0.2,38.5,BenignTraffic
0,54,6,64,0.568904887,0.568904887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83072370.76,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
0.00076931,55.68,6,64,47.44874102,47.44874102,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.03,0,0,0,0,0,0,0,1,0,0,0,0,1,1,568.56,54,55.56,54.1205859,0.41159582,54.12,82955885.32,9.5,10.40388486,0.582992643,1.328944058,0.13,141.55,DoS-TCP_Flood
0,54,6,64,17.19322323,17.19322323,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83331863.7,9.5,10.39230485,0,0,0,141.55,DDoS-PSHACK_Flood
0,54,6,64,2.468322741,2.468322741,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83093975.98,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
2.918450694,108,6,64,0.685295881,0.685295881,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83362147.65,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
0,55.64,6.11,63.37,0.52333677,0.52333677,0,0,0,0,1,1,0,0,0,0,0,0.99,0.99,0,0,0,0,0,0,0,1,0,0,0,0,1,1,580.12,54,67.12,54.81102753,3.150622669,55.64,83314550.54,9.5,10.4673207,4.468066097,125.2557127,0.08,141.55,DDoS-PSHACK_Flood
0,54,6,64,2.801612269,2.801612269,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83348614.38,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
88.80775008,5290348.6,7.1,63.6,61.44383087,61.44383087,0,0,0,0,0,1,0,0,0,1.6,0,250.3,5158.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,7898.4,1227.3,1514,1469.563333,101.9385343,1227.3,0.001833391,5.5,54.18453143,144.1628577,52769.98322,0.2,38.5,BenignTraffic
0,0.58,46.59,65.91,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6135.9,511.9,592,584.9810702,22.17472522,586.66,83702743.73,9.5,34.20000166,31.4002144,3376.862084,0.15,141.55,Mirai-greeth_flood
0.110295551,6.66,1.37,67.82,0.387673645,0.387673645,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,460.31,42,51.1,43.52220784,3.227652187,43.46,83128694.13,9.5,9.321593756,4.570727168,75.47731874,0.14,141.55,DDoS-ICMP_Flood
0,54,6,64,26.20684213,26.20684213,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83345129.06,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,54,6,64,13.73690847,13.73690847,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83093109.75,9.5,10.39230485,0,0,0,141.55,DDoS-SYN_Flood
0.258357778,72.36,6,64,2.681958527,2.681958527,0,0,1,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83365671.2,9.5,10.39230485,0,0,0,141.55,DDoS-SynonymousIP_Flood
0.007036679,10875,17,64,31003.08886,31003.08886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,525,50,50,50,0,50,83028632.28,9.5,10,0,0,0,141.55,DoS-UDP_Flood
0.001510918,2,45.76,62.56,18.57306688,18.57306688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6001.7,510.7,592,574.6800789,32.74300291,575.94,83693904.42,9.5,33.87573319,46.36291967,7206.886594,0.15,141.55,Mirai-greeth_flood
0,54,6,64,3.91546513,3.91546513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83076368.76,9.5,10.39230485,0,0,0,141.55,DDoS-TCP_Flood
7.942958424,108.18,6.11,65.91,0.249434806,0.249434806,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,1,1,570.24,54,57.24,54.20803043,0.791098842,54.36,82943163.71,9.5,10.41219691,1.12150747,7.025522146,0.09,141.55,DoS-TCP_Flood
0,54,6,64,7.509285667,7.509285667,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,567,54,54,54,0,54,83344068.61,9.5,10.39230485,0,0,0,141.55,DDoS-RSTFINFlood
0,0,1,64,24.49298695,24.49298695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,441,42,42,42,0,42,83123992.2,9.5,9.16515139,0,0,0,141.55,DDoS-ICMP_Flood
